URL,Name,Price,PriceTarget,NameId,Alarm,PriceHistory,DateHistory,Sale,SaleBoolean
https://www.amazon.es/PlayStation-Mando-inal%C3%A1mbrico-DualSense-Cobalt/dp/B0CJYB56BF,"Sony PlayStation 5- Mando inalámbrico DualSense, color Cobalt Blue","79,99€",55.0,Mando PS5,True,"['79.99', '79.99', '79.99', '79.99', '79.99']","['2024-01-06 13:45', '2024-01-06 13:46', '2024-01-06 13:49', '2024-01-06 13:49', '2024-01-06 13:49']",-16 %,True
https://www.amazon.es/Remotto-Cargador-Inal%C3%A1mbrico-DualSense-Mientras/dp/B09C29Y4D4,Remotto Battery - Cargador USB para Mando de PS5 Inalámbrico - Batería Portátil para DualSense Juega Mientras Carga - Larga Duración +12 Horas de Autonomía - Accesorios PS5,"29,95€",0.0,Cargador mando PS5,False,"['29.95', '29.95', '29.95', '29.95', '29.95']","['2024-01-06 13:24', '2024-01-06 13:46', '2024-01-06 13:49', '2024-01-06 13:49', '2024-01-06 13:49']",0%,False
https://www.amazon.es/Nintendo-Switch-versi%C3%B3n-OLED-Blanca/dp/B098RJXBTY,"Nintendo Consola Nintendo Switch (modelo OLED), Pantalla de 7 Pulgadas, Con Estación de Acoplamiento Joy-Con Blanca","299,00€",0.0,Nintendo Switch,True,"['299.0', '299.0', '299.0', '299.0', '299.0']","['2024-01-06 13:24', '2024-01-06 13:46', '2024-01-06 13:49', '2024-01-06 13:49', '2024-01-06 13:49']",-9 %,True
https://www.amazon.es/Nintendo-2520381-Mario-Kart-Deluxe/dp/B01N7RLGIJ,Mario Kart 8 Deluxe,"46,90€",0.0,MK,False,"['46.9', '46.9', '46.9', '46.9', '46.9']","['2024-01-06 13:24', '2024-01-06 13:46', '2024-01-06 13:49', '2024-01-06 13:49', '2024-01-06 13:49']",0%,False
https://www.amazon.es/Just-Dance-C%C3%B3digo-descarga-Switch/dp/B0CB8NSW86,Just Dance 2024 (Código de descarga) (Switch),"30,99€",0.0,JD24,False,"['30.99', '30.99', '30.99', '30.99', '30.99']","['2024-01-06 13:25', '2024-01-06 13:46', '2024-01-06 13:49', '2024-01-06 13:49', '2024-01-06 13:50']",-48 %,True
